snapshot,PV Power,Wind Power,Grid Power,Load,Battery SOC,Battery Charger
2022-02-24 00:00:00,-0.0,14.833333333333332,35.16666666666667,150,155.0,-100.0
2022-02-24 01:00:00,-0.0,7.666666666666656,74.60175438596492,140,100.0,-57.73157894736842
2022-02-24 02:00:00,-0.0,9.90972222222222,120.19554093567253,130,100.0,0.10526315789473087
2022-02-24 03:00:00,-0.0,8.736111111111107,111.36915204678363,120,100.0,0.10526315789473087
2022-02-24 04:00:00,-0.0,4.7407407407407325,115.36452241715399,120,100.0,0.10526315789473087
2022-02-24 05:00:00,-0.0,8.430555555555552,121.67470760233918,130,100.0,0.10526315789473087
2022-02-24 06:00:00,-0.0,6.777777777777769,173.32748538011697,180,100.0,0.10526315789473087
2022-02-24 07:00:00,1.39828492369915,5.370370370370372,243.3366078638252,250,100.0,0.10526315789473087
2022-02-24 08:00:00,44.2325758685668,5.388888888888876,270.48379840043907,320,100.0,0.10526315789473087
2022-02-24 09:00:00,182.85671048694186,4.564814814814812,192.68373785613804,380,100.0,0.10526315789473087
2022-02-24 10:00:00,280.2326838175456,7.888888888888884,131.9836904514603,420,100.0,0.10526315789473087
2022-02-24 11:00:00,349.25698969099255,10.722222222222214,90.12605124467996,450,100.0,0.10526315789473087
2022-02-24 12:00:00,348.1555909050835,12.513888888888888,109.43578336392233,470,100.0,0.10526315789473087
2022-02-24 13:00:00,330.71701388888886,10.125,119.26324926900588,460,100.0,0.10526315789473087
2022-02-24 14:00:00,358.09548611111114,3.574074074074068,78.43570297270952,440,100.0,0.10526315789473087
2022-02-24 15:00:00,297.3090277777777,11.4,111.39623538011705,420,100.0,0.10526315789473087
2022-02-24 16:00:00,209.90277777777774,13.2,177.002485380117,400,100.0,0.10526315789473087
2022-02-24 17:00:00,61.2725694444444,15.249999999999996,303.58269371345034,380,100.0,0.10526315789473087
2022-02-24 18:00:00,0.21354166666665,15.0,334.8917214912281,350,100.0,0.10526315789473087
2022-02-24 19:00:00,-0.0,12.949999999999992,287.15526315789475,300,100.0,0.10526315789473087
2022-02-24 20:00:00,-0.0,10.299999999999997,249.80526315789473,260,100.0,0.10526315789473087
2022-02-24 21:00:00,-0.0,11.799999999999995,208.30526315789476,220,100.0,0.10526315789473087
2022-02-24 22:00:00,-0.0,12.799999999999992,167.30526315789476,180,100.0,0.10526315789473087
2022-02-24 23:00:00,-0.0,6.333333333333324,153.77192982456143,160,100.0,0.10526315789473087
