snapshot,PV Power,Wind Power,Grid Power,Load,Battery SOC,Battery Charger
2022-02-24 00:00:00,-0.0,29.666666666666664,20.333333333333336,150,155.0,-100.0
2022-02-24 01:00:00,-0.0,15.333333333333313,66.93508771929827,140,100.0,-57.73157894736842
2022-02-24 02:00:00,-0.0,19.81944444444444,110.2858187134503,130,100.0,0.10526315789473087
2022-02-24 03:00:00,-0.0,17.472222222222214,102.63304093567251,120,100.0,0.10526315789473087
2022-02-24 04:00:00,-0.0,9.481481481481465,110.62378167641326,120,100.0,0.10526315789473087
2022-02-24 05:00:00,-0.0,16.861111111111104,113.24415204678364,130,100.0,0.10526315789473087
2022-02-24 06:00:00,-0.0,13.555555555555538,166.5497076023392,180,100.0,0.10526315789473087
2022-02-24 07:00:00,1.39828492369915,10.740740740740744,237.96623749345486,250,100.0,0.10526315789473087
2022-02-24 08:00:00,44.2325758685668,10.777777777777752,265.09490951155016,320,100.0,0.10526315789473087
2022-02-24 09:00:00,182.85671048694186,9.129629629629624,188.11892304132326,380,100.0,0.10526315789473087
2022-02-24 10:00:00,280.2326838175456,15.777777777777768,124.09480156257138,420,100.0,0.10526315789473087
2022-02-24 11:00:00,349.25698969099255,21.44444444444443,79.40382902245778,450,100.0,0.10526315789473087
2022-02-24 12:00:00,348.1555909050835,25.027777777777775,96.92189447503347,470,100.0,0.10526315789473087
2022-02-24 13:00:00,330.71701388888886,20.25,109.13824926900588,460,100.0,0.10526315789473087
2022-02-24 14:00:00,358.09548611111114,7.148148148148136,74.86162889863544,440,100.0,0.10526315789473087
2022-02-24 15:00:00,297.3090277777777,22.8,99.99623538011701,420,100.0,0.10526315789473087
2022-02-24 16:00:00,209.90277777777774,26.4,163.80248538011702,400,100.0,0.10526315789473087
2022-02-24 17:00:00,61.2725694444444,30.499999999999993,288.33269371345034,380,100.0,0.10526315789473087
2022-02-24 18:00:00,0.21354166666665,30.0,319.8917214912281,350,100.0,0.10526315789473087
2022-02-24 19:00:00,-0.0,25.899999999999984,274.20526315789476,300,100.0,0.10526315789473087
2022-02-24 20:00:00,-0.0,20.599999999999994,239.50526315789475,260,100.0,0.10526315789473087
2022-02-24 21:00:00,-0.0,23.59999999999999,196.50526315789475,220,100.0,0.10526315789473087
2022-02-24 22:00:00,-0.0,25.599999999999984,154.50526315789475,180,100.0,0.10526315789473087
2022-02-24 23:00:00,-0.0,12.666666666666648,147.43859649122808,160,100.0,0.10526315789473087
