snapshot,PV Power,Wind Power,Grid Power,EV Load,Battery SOC,Battery Charger
2024-03-30 01:00:00,-0.0,3.866666666666664,283.43859649122805,287.2,100.0,0.10526315789473087
2024-03-30 02:00:00,-0.0,24.099999999999998,193.30526315789476,217.3,100.0,0.10526315789473087
2024-03-30 03:00:00,-0.0,34.29999999999999,115.70526315789476,149.9,100.0,0.10526315789473087
2024-03-30 04:00:00,-0.0,34.199999999999996,167.30526315789476,201.4,100.0,0.10526315789473087
2024-03-30 05:00:00,-0.0,22.749999999999996,194.75526315789475,217.4,100.0,0.10526315789473087
2024-03-30 06:00:00,0.31489831498924997,13.449999999999996,39.94036484290549,53.6,100.0,0.10526315789473087
2024-03-30 07:00:00,14.0584109102686,15.999999999999996,131.64685224762613,161.6,100.0,0.10526315789473087
2024-03-30 08:00:00,67.85640923513304,16.5,13.04885392276168,97.3,100.0,0.10526315789473087
2024-03-30 09:00:00,174.1296413209703,12.149999999999988,8.125621836924466,194.3,100.0,0.10526315789473087
2024-03-30 10:00:00,294.77001614040796,-0.0,-0.0,103.5,281.60651533338756,191.27001614040796
2024-03-30 11:00:00,274.8,-0.0,-0.0,74.8,471.32490881805415,200.0
2024-03-30 12:00:00,240.48043799027784,-0.0,-0.0,209.8,500.0,30.680437990277813
2024-03-30 13:00:00,205.02631578947367,1.2,-0.0,205.7,500.0,0.5263157894736842
2024-03-30 14:00:00,298.159649122807,1.86666666666666,-0.0,299.5,500.0,0.5263157894736842
2024-03-30 15:00:00,251.953125,-0.0,16.24687499999999,468.2,309.5,-200.0
2024-03-30 16:00:00,149.96006944444446,0.933333333333324,72.50659722222218,423.4,119.19049999999999,-200.0
2024-03-30 17:00:00,40.92187499999995,-0.0,273.9030623684211,334.9,100.0,-20.07506263157893
2024-03-30 18:00:00,1.0966512502895,1.333333333333332,229.9752785742719,232.3,100.0,0.10526315789473087
2024-03-30 19:00:00,-0.0,0.06666666666666,154.23859649122807,154.2,100.0,0.10526315789473087
2024-03-30 20:00:00,-0.0,-0.0,179.10526315789474,179.0,100.0,0.10526315789473087
2024-03-30 21:00:00,-0.0,-0.0,245.70526315789473,245.6,100.0,0.10526315789473087
2024-03-30 22:00:00,-0.0,-0.0,659.6052631578947,659.5,100.0,0.10526315789473087
2024-03-30 23:00:00,-0.0,-0.0,286.0052631578947,285.9,100.0,0.10526315789473087
2024-03-31 00:00:00,-0.0,-0.0,510.5052631578947,510.4,100.0,0.10526315789473087
2024-03-31 01:00:00,-0.0,-0.0,307.5052631578947,307.4,100.0,0.10526315789473087
2024-03-31 02:00:00,-0.0,-0.0,242.40526315789475,242.3,100.0,0.10526315789473087
2024-03-31 03:00:00,-0.0,-0.0,229.90526315789475,229.8,100.0,0.10526315789473087
2024-03-31 04:00:00,-0.0,-0.0,191.30526315789473,191.2,100.0,0.10526315789473087
2024-03-31 05:00:00,-0.0,-0.0,213.60526315789474,213.5,100.0,0.10526315789473087
2024-03-31 06:00:00,0.29162627774185,-0.0,184.8136368801529,185.0,100.0,0.10526315789473087
2024-03-31 07:00:00,17.21608237156435,-0.0,21.389180786330382,38.5,100.0,0.10526315789473087
2024-03-31 08:00:00,67.5114195876651,-0.0,25.793843570229626,93.2,100.0,0.10526315789473087
2024-03-31 09:00:00,175.44141597217984,-0.0,-0.0,65.8,204.05934517357085,109.64141597217984
2024-03-31 10:00:00,313.11360147264264,-0.0,-0.0,249.9,263.9082072274078,63.21360147264264
2024-03-31 11:00:00,353.3250374264187,-0.0,-0.0,227.3,383.3680845752781,126.02503742641869
2024-03-31 12:00:00,355.77430778079565,-0.0,-0.0,324.3,412.8853088824587,31.47430778079564
2024-03-31 13:00:00,350.55555555555554,-0.0,-0.0,369.0,394.950201351354,-18.444444444444457
2024-03-31 14:00:00,316.7708333333333,-0.0,-0.0,308.5,402.41254281666926,8.270833333333314
2024-03-31 15:00:00,231.86631944444443,-0.0,-0.0,354.1,285.8881337460748,-122.2336805555556
2024-03-31 16:00:00,105.86979166666664,1.26666666666666,23.692756811583834,326.2,100.0,-195.37078485508286
2024-03-31 17:00:00,55.35763888888885,11.699999999999989,235.3476242690059,302.3,100.0,0.10526315789473087
2024-03-31 18:00:00,4.0,9.049999999999992,124.85526315789477,137.8,100.0,0.10526315789473087
2024-03-31 19:00:00,-0.0,16.749999999999996,120.35526315789474,137.0,100.0,0.10526315789473087
2024-03-31 20:00:00,-0.0,16.749999999999996,148.35526315789474,165.0,100.0,0.10526315789473087
2024-03-31 21:00:00,-0.0,5.133333333333324,274.07192982456144,279.1,100.0,0.10526315789473087
2024-03-31 22:00:00,-0.0,9.249999999999995,647.9552631578947,657.1,100.0,0.10526315789473087
2024-03-31 23:00:00,-0.0,-0.0,208.90526315789475,208.8,100.0,0.10526315789473087
2024-04-01 00:00:00,-0.0,1.133333333333328,589.0719298245614,590.1,100.0,0.10526315789473087
2024-04-01 01:00:00,-0.0,6.199999999999991,448.60526315789474,454.7,100.0,0.10526315789473087
2024-04-01 02:00:00,-0.0,3.1999999999999917,348.5052631578948,351.6,100.0,0.10526315789473087
2024-04-01 03:00:00,-0.0,2.266666666666656,156.43859649122808,158.6,100.0,0.10526315789473087
2024-04-01 04:00:00,-0.0,1.7999999999999998,179.20526315789473,180.9,100.0,0.10526315789473087
2024-04-01 05:00:00,-0.0,4.26666666666666,186.3385964912281,190.5,100.0,0.10526315789473087
2024-04-01 06:00:00,0.46796979796555,-0.0,127.23729335992917,127.6,100.0,0.10526315789473087
2024-04-01 07:00:00,28.40731943336625,-0.0,145.2979437245285,173.6,100.0,0.10526315789473087
2024-04-01 08:00:00,130.01843041843836,-0.0,-0.0,69.6,157.29750889751645,60.41843041843836
2024-04-01 09:00:00,229.74122285842896,1.333333333333332,-0.0,34.2,344.1710397707931,196.8745561917623
2024-04-01 10:00:00,188.69276975681868,-0.0,-0.0,24.3,500.0,164.39276975681867
2024-04-01 11:00:00,382.3989878760444,-0.0,-0.0,540.8,349.0190384822422,-158.40101212395558
2024-04-01 12:00:00,386.82216856214734,5.8666666666666565,-0.0,519.8,227.9144129111333,-127.11116477118595
2024-04-01 13:00:00,382.62152777777777,9.949999999999992,-0.0,385.1,234.784449887111,7.471527777777741
2024-04-01 14:00:00,361.96180555555554,9.9,-0.0,505.5,107.59338071500167,-133.63819444444445
2024-04-01 15:00:00,257.56770833333337,7.199999999999999,143.55251552531223,416.2,100.0,-7.879776141354389
2024-04-01 16:00:00,196.57118055555557,10.549999999999992,307.38408260233905,514.4,100.0,0.10526315789473087
